,v_index,user_token,prolific_id,topic,post_belief,post_CI_lower,post_CI_upper,var,true_correlation,vis_condition,pre_belief,pre_CI_lower,pre_CI_upper,belief_difference,abs_belief_difference,pre_uncertainty,post_uncertainty,uncertainty_difference,abs_uncertainty_difference,pre_belief_distance,abs_pre_belief_distance,abs_belief_diff_to_belief_dist_portion,pre_attitude,post_attitude,pre_attitude_adjusted,pre_attitude_strength,post_attitude_adjusted,post_attitude_strength,pre_attitude_uncertainty,post_attitude_uncertainty
6,0,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,-0.49688998736754947,-0.648055831337361,-0.3457241433977379,Union Membership Rate_Proportion Uninsured,-0.5150618593314918,scatter,-0.4110793563907125,-0.8904477510902675,0.06828903830884259,-0.08581063097683694,0.08581063097683694,0.9587367893991101,0.3023316879396231,-0.6564051014594869,0.6564051014594869,-0.10398250294077932,0.10398250294077932,0.8252410602744221,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397,0.541946936703841,0.2550338525665099
7,1,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,-0.14058939041492907,-0.29777002894446397,0.016591248114605994,Union Membership Rate_State GDP Growth,-0.11335384096950464,scatter,-0.10953464803534563,-0.5033405853907766,0.28427128932008516,-0.031054742379583444,0.031054742379583444,0.7876118747108618,0.31436127705906997,-0.47325059765179184,0.47325059765179184,-0.003819192934159013,0.003819192934159013,8.13123162797789,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397,0.541946936703841,0.2550338525665099
8,2,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,-0.012838984802236164,-0.10156408151135854,0.07588611190688588,Union Membership Rate_Income Inequality,-0.016484731717088332,scatter,0.006457259602173915,-0.7824032160801502,0.7953177352844982,-0.01929624440441008,0.01929624440441008,1.5777209513646484,0.17745019341824442,-1.400270757946404,1.400270757946404,-0.022941991319262247,0.022941991319262247,0.8410884711742013,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397,0.541946936703841,0.2550338525665099
9,3,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,0.2852962650144686,0.1631902898029336,0.40740224022600335,Union Membership Rate_Median Income,0.46095331947312945,scatter,0.019908599068151567,-0.5346366918240211,0.5744538899603242,0.265387665946317,0.265387665946317,1.1090905817843453,0.24421195042306976,-0.8648786313612755,0.8648786313612755,0.4410447204049779,0.4410447204049779,0.6017250715588017,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397,0.541946936703841,0.2550338525665099
10,4,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,-0.302078269393339,-0.5102598622675556,-0.09389667651912248,Union Membership Rate_Poverty Rate,-0.41563684814981544,scatter,-0.2592050959964926,-0.8151740734496395,0.29676388145665444,-0.042873173396846376,0.042873173396846376,1.111937954906294,0.4163631857484331,-0.6955747691578609,0.6955747691578609,-0.15643175215332283,0.15643175215332283,0.27406950831072496,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397,0.541946936703841,0.2550338525665099
11,5,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,-0.09514537961893965,-0.2539061351010891,0.06361537586321009,Union Membership Rate_Unemployment Rate,0.12582149383798696,scatter,0.0919838370546342,-0.9801581687382661,1.0,-0.18712921667357385,0.18712921667357385,1.9801581687382661,0.3175215109642992,-1.6626366577739669,1.6626366577739669,0.033837656783352765,0.033837656783352765,5.530206121294914,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397,0.541946936703841,0.2550338525665099
12,0,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,0.08811395380034037,-0.3218074503243691,0.4980353579250498,Union Membership Rate_Unemployment Rate,0.12582149383798696,scatter,-0.00048423194772517775,-0.4005351500712346,0.3995666861757845,0.08859818574806555,0.08859818574806555,0.8001018362470191,0.8198428082494189,0.01974097200239977,0.01974097200239977,0.12630572578571214,0.12630572578571214,0.7014581896182562,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594,2.3306083765575902,2.0915716199875796
13,1,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,-0.5356560354732045,-1.0,0.29798992165508364,Union Membership Rate_Proportion Uninsured,-0.5150618593314918,scatter,-0.5896085887842522,-0.592349970538361,-0.5868672070301433,0.053952553311047646,0.053952553311047646,0.005482763508217747,1.2979899216550836,1.292507158146866,1.292507158146866,0.07454672945276031,0.07454672945276031,0.7237413862030925,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594,2.3306083765575902,2.0915716199875796
14,2,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,0.5151621235232242,-0.18371800233500402,1.0,Union Membership Rate_Median Income,0.46095331947312945,scatter,0.48635420831162435,-0.06509093951635947,1.0,0.028807915211599866,0.028807915211599866,1.0650909395163595,1.183718002335004,0.11862706281864455,0.11862706281864455,-0.025400888838494895,0.025400888838494895,1.134130202874698,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594,2.3306083765575902,2.0915716199875796
15,3,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,-0.10161302875732381,-0.3920239840071531,0.18879792649250549,Union Membership Rate_State GDP Growth,-0.11335384096950464,scatter,-0.043564489864322875,-1.0,0.9128710202713541,-0.058048538893000934,0.058048538893000934,1.9128710202713541,0.5808219104996586,-1.3320491097716955,1.3320491097716955,-0.06978935110518177,0.06978935110518177,0.8317678553209947,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594,2.3306083765575902,2.0915716199875796
16,4,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,-0.28789693490372836,-1.0,0.5163113612003101,Union Membership Rate_Poverty Rate,-0.41563684814981544,scatter,0.1298364228442539,-0.571863021202986,0.8315358668914938,-0.41773335774798226,0.41773335774798226,1.4033988880944799,1.51631136120031,0.11291247310583019,0.11291247310583019,-0.5454732709940693,0.5454732709940693,0.7658181985465684,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594,2.3306083765575902,2.0915716199875796
17,5,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,-0.028344309572428672,-0.38317218425565924,0.326483565110802,Union Membership Rate_Income Inequality,-0.016484731717088332,scatter,-0.1805093023559512,-0.6136801910781526,0.25266158636625025,0.15216499278352252,0.15216499278352252,0.8663417774444029,0.7096557493664613,-0.15668602807794163,0.15668602807794163,0.16402457063886286,0.16402457063886286,0.9276963334874269,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594,2.3306083765575902,2.0915716199875796
18,0,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,-0.49481405501524023,-0.7429205400906911,-0.24670756993978932,Vaccination Rate_Death Rate,-0.6878742706913137,scatter,-0.4159221844173824,-0.8240636200101301,-0.007780748824634587,-0.07889187059785785,0.07889187059785785,0.8162828711854955,0.49621297015090177,-0.3200699010345937,0.3200699010345937,-0.2719520862739313,0.2719520862739313,0.290094743080558,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108,1.2947824314208827,1.0756654045650418
19,1,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,-0.4344069866089764,-0.724801943054125,-0.14401203016382796,Vaccination Rate_Case Density,-0.3374274685288227,scatter,-0.7078883637054314,-1.0,-0.050277433042930975,0.273481377096455,0.273481377096455,0.949722566957069,0.5807899128902971,-0.3689326540667719,0.3689326540667719,0.3704608951766087,0.3704608951766087,0.7382192848345817,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108,1.2947824314208827,1.0756654045650418
20,2,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,0.6240462728659337,0.24543389018788742,1.0,Vaccination Rate_Infection Rate,0.591449722526608,scatter,-0.6513634450483754,-1.0,-0.3027268900967506,1.2754097179143091,1.2754097179143091,0.6972731099032494,0.7545661098121126,0.05729299990886316,0.05729299990886316,1.2428131675749834,1.2428131675749834,1.026228037479623,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108,1.2947824314208827,1.0756654045650418
21,3,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,-0.4284402759521244,-0.6760353654799496,-0.18084518642429925,Vaccination Rate_Test Positivity Ratio,-0.5433646493245265,scatter,-0.22962377597634687,-0.6571478300606113,0.19790027810791733,-0.19881649997577755,0.19881649997577755,0.8550481081685286,0.4951901790556503,-0.3598579291128783,0.3598579291128783,-0.3137408733481797,0.3137408733481797,0.6336965211260099,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108,1.2947824314208827,1.0756654045650418
22,4,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,-0.14984609763860318,-0.5748201270284774,0.2751279317512709,Vaccination Rate_I.C.U. Capacity Ratio,-0.14088739241996803,scatter,-0.7526868367326531,-1.0,-0.5053736734653063,0.60284073909405,0.60284073909405,0.49462632653469374,0.8499480587797483,0.3553217322450546,0.3553217322450546,0.6117994443126851,0.6117994443126851,0.9853567941227872,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108,1.2947824314208827,1.0756654045650418
23,5,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,0.10411486667451686,-0.08189135580972978,0.29012108915876333,Vaccination Rate_Adverse Vaccination Events,0.1417841912829881,scatter,0.2960379848757946,0.09310337991782891,0.49897258983376047,-0.19192311820127772,0.19192311820127772,0.40586920991593156,0.3720124449684931,-0.033856764947438445,0.033856764947438445,-0.15425379359280647,0.15425379359280647,1.2442035539683993,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108,1.2947824314208827,1.0756654045650418
