,v_index,user_token,prolific_id,topic,post_belief,post_CI_lower,post_CI_upper,var,vis_condition,pre_belief,pre_CI_lower,pre_CI_upper,interaction_belief,interaction_CI_lower,interaction_CI_upper,pre_attitude,post_attitude,pre_attitude_adjusted,pre_attitude_strength,post_attitude_adjusted,post_attitude_strength
0,0,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,covid,0.11843799764549745,0.01608908561062483,0.22078690968036963,Vaccination Rate_Adverse Vaccination Events,hop,-0.6914361230074126,-0.8390155689132623,-0.5438566771015627,,,,8.985949231340477,8.970764661710326,3.985949231340477,3.985949231340477,3.9707646617103265,3.9707646617103265
1,1,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,covid,-0.6309906041842033,-0.6901060991108583,-0.5718751092575483,Vaccination Rate_Test Positivity Ratio,hop,-0.4600177440609394,-0.5944094500609234,-0.3256260380609555,,,,8.985949231340477,8.970764661710326,3.985949231340477,3.985949231340477,3.9707646617103265,3.9707646617103265
2,2,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,covid,-0.7134116734600857,-0.7593688117999999,-0.6674545351201719,Vaccination Rate_Death Rate,hop,-0.8735968811547603,-0.9297504307977329,-0.8174433315117877,,,,8.985949231340477,8.970764661710326,3.985949231340477,3.985949231340477,3.9707646617103265,3.9707646617103265
3,3,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,covid,-0.14187164843101746,-0.1787347984399203,-0.10500849842211485,Vaccination Rate_I.C.U. Capacity Ratio,hop,-0.6870443645811688,-0.8257046099823944,-0.5483841191799432,,,,8.985949231340477,8.970764661710326,3.985949231340477,3.985949231340477,3.9707646617103265,3.9707646617103265
4,4,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,covid,0.5345780244576492,0.3524422338340596,0.7167138150812387,Vaccination Rate_Infection Rate,hop,-0.33578443812913733,-0.4276647791973829,-0.24390409706089183,,,,8.985949231340477,8.970764661710326,3.985949231340477,3.985949231340477,3.9707646617103265,3.9707646617103265
5,5,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,covid,-0.33116242181821315,-0.3853085213281778,-0.2770163223082482,Vaccination Rate_Case Density,hop,-0.1338019536845368,-0.2471886587062373,-0.020415248662836394,,,,8.985949231340477,8.970764661710326,3.985949231340477,3.985949231340477,3.9707646617103265,3.9707646617103265
6,0,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,union,-0.18023047897819677,-0.20485017146036988,-0.15561078649602367,Union Membership Rate_State GDP Growth,hop,-0.2739956002853603,-0.4921268542965311,-0.05586434627418968,,,,8.667073732503638,8.63670459324334,3.6670737325036384,3.6670737325036384,3.6367045932433406,3.6367045932433406
7,1,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,union,-0.5482236191343839,-0.6243853360188796,-0.47206190224988825,Union Membership Rate_Poverty Rate,hop,0.45042877269195736,0.29257555468828933,0.6082819906956252,,,,8.667073732503638,8.63670459324334,3.6670737325036384,3.6670737325036384,3.6367045932433406,3.6367045932433406
8,2,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,union,0.18238444894000616,0.1388099292794729,0.22595896860053943,Union Membership Rate_Unemployment Rate,hop,0.147163767226409,-0.052222196800631115,0.3465497312534491,,,,8.667073732503638,8.63670459324334,3.6670737325036384,3.6670737325036384,3.6367045932433406,3.6367045932433406
9,3,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,union,0.4763778219335302,0.4167120562783213,0.536043587588739,Union Membership Rate_Median Income,hop,0.13943180894066987,0.05102938693462167,0.22783423094671806,,,,8.667073732503638,8.63670459324334,3.6670737325036384,3.6670737325036384,3.6367045932433406,3.6367045932433406
10,4,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,union,-0.025353622277149324,-0.04451779575759135,-0.0061894487967072975,Union Membership Rate_Income Inequality,hop,-0.4186408008127955,-0.508512924041437,-0.3287686775841538,,,,8.667073732503638,8.63670459324334,3.6670737325036384,3.6670737325036384,3.6367045932433406,3.6367045932433406
11,5,4716eeb7-d35f-4745-aaa0-b3b89669e338,611d952f4efd4b5ed6c1f9ae,union,-0.4800099378611589,-0.5102270593772829,-0.4497928163450351,Union Membership Rate_Proportion Uninsured,hop,0.4555363441151816,0.3325983187913908,0.5784743694389727,,,,8.667073732503638,8.63670459324334,3.6670737325036384,3.6670737325036384,3.6367045932433406,3.6367045932433406
12,0,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,covid,0.1035014722973211,-0.167793637762419,0.37479658235706137,Vaccination Rate_Infection Rate,scatter,-0.6671589272975949,-0.8925013398683848,-0.4418165147268047,,,,8.956567037549734,8.956567037549734,3.9565670375497337,3.9565670375497337,3.9565670375497337,3.9565670375497337
13,1,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,covid,0.08811667329688411,-0.10115716879703168,0.27739051539079984,Vaccination Rate_Adverse Vaccination Events,scatter,-0.007729838328586813,-0.2526233881796873,0.23716371152251403,,,,8.956567037549734,8.956567037549734,3.9565670375497337,3.9565670375497337,3.9565670375497337,3.9565670375497337
14,2,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,covid,-0.15783641062324966,-0.3017600024934169,-0.013912818753082146,Vaccination Rate_I.C.U. Capacity Ratio,scatter,-0.1929744919122638,-0.6859529260071948,0.30000394218266746,,,,8.956567037549734,8.956567037549734,3.9565670375497337,3.9565670375497337,3.9565670375497337,3.9565670375497337
15,3,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,covid,-0.5545291044739651,-0.9093378745975857,-0.1997203343503442,Vaccination Rate_Death Rate,scatter,-0.42886304833261524,-0.7922418595568608,-0.06548423710836987,,,,8.956567037549734,8.956567037549734,3.9565670375497337,3.9565670375497337,3.9565670375497337,3.9565670375497337
16,4,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,covid,-0.23185797978447686,-0.5118140162163336,0.04809805664737987,Vaccination Rate_Case Density,scatter,-0.11012607326845081,-0.6438388092873093,0.42358666275040746,,,,8.956567037549734,8.956567037549734,3.9565670375497337,3.9565670375497337,3.9565670375497337,3.9565670375497337
17,5,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,covid,-0.7107752195265185,-1.0,-0.37279514750724246,Vaccination Rate_Test Positivity Ratio,scatter,-0.13557085528351026,-0.2973554445494675,0.026213733982446863,,,,8.956567037549734,8.956567037549734,3.9565670375497337,3.9565670375497337,3.9565670375497337,3.9565670375497337
18,0,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,-0.49688998736754947,-0.648055831337361,-0.3457241433977379,Union Membership Rate_Proportion Uninsured,scatter,-0.4110793563907125,-0.8904477510902675,0.06828903830884259,,,,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397
19,1,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,-0.14058939041492907,-0.29777002894446397,0.016591248114605994,Union Membership Rate_State GDP Growth,scatter,-0.10953464803534563,-0.5033405853907766,0.28427128932008516,,,,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397
20,2,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,-0.012838984802236164,-0.10156408151135854,0.07588611190688588,Union Membership Rate_Income Inequality,scatter,0.006457259602173915,-0.7824032160801502,0.7953177352844982,,,,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397
21,3,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,0.2852962650144686,0.1631902898029336,0.40740224022600335,Union Membership Rate_Median Income,scatter,0.019908599068151567,-0.5346366918240211,0.5744538899603242,,,,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397
22,4,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,-0.302078269393339,-0.5102598622675556,-0.09389667651912248,Union Membership Rate_Poverty Rate,scatter,-0.2592050959964926,-0.8151740734496395,0.29676388145665444,,,,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397
23,5,cf4ca333-21e7-4d43-8ae4-69c026f32429,60ff2102fe03bce81dff197e,union,-0.09514537961893965,-0.2539061351010891,0.06361537586321009,Union Membership Rate_Unemployment Rate,scatter,0.0919838370546342,-0.9801581687382661,1.0,,,,8.071918361459645,8.06394855356694,3.0719183614596446,3.0719183614596446,3.0639485535669397,3.0639485535669397
24,0,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,0.08811395380034037,-0.3218074503243691,0.4980353579250498,Union Membership Rate_Unemployment Rate,scatter,-0.00048423194772517775,-0.4005351500712346,0.3995666861757845,,,,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594
25,1,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,-0.5356560354732045,-1.0,0.29798992165508364,Union Membership Rate_Proportion Uninsured,scatter,-0.5896085887842522,-0.592349970538361,-0.5868672070301433,,,,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594
26,2,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,0.5151621235232242,-0.18371800233500402,1.0,Union Membership Rate_Median Income,scatter,0.48635420831162435,-0.06509093951635947,1.0,,,,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594
27,3,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,-0.10161302875732381,-0.3920239840071531,0.18879792649250549,Union Membership Rate_State GDP Growth,scatter,-0.043564489864322875,-1.0,0.9128710202713541,,,,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594
28,4,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,-0.28789693490372836,-1.0,0.5163113612003101,Union Membership Rate_Poverty Rate,scatter,0.1298364228442539,-0.571863021202986,0.8315358668914938,,,,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594
29,5,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,union,-0.028344309572428672,-0.38317218425565924,0.326483565110802,Union Membership Rate_Income Inequality,scatter,-0.1805093023559512,-0.6136801910781526,0.25266158636625025,,,,6.1653042125948705,7.579605022300759,1.1653042125948705,1.1653042125948705,2.5796050223007594,2.5796050223007594
30,0,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,-0.49481405501524023,-0.7429205400906911,-0.24670756993978932,Vaccination Rate_Death Rate,scatter,-0.4159221844173824,-0.8240636200101301,-0.007780748824634587,,,,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108
31,1,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,-0.4344069866089764,-0.724801943054125,-0.14401203016382796,Vaccination Rate_Case Density,scatter,-0.7078883637054314,-1.0,-0.050277433042930975,,,,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108
32,2,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,0.6240462728659337,0.24543389018788742,1.0,Vaccination Rate_Infection Rate,scatter,-0.6513634450483754,-1.0,-0.3027268900967506,,,,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108
33,3,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,-0.4284402759521244,-0.6760353654799496,-0.18084518642429925,Vaccination Rate_Test Positivity Ratio,scatter,-0.22962377597634687,-0.6571478300606113,0.19790027810791733,,,,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108
34,4,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,-0.14984609763860318,-0.5748201270284774,0.2751279317512709,Vaccination Rate_I.C.U. Capacity Ratio,scatter,-0.7526868367326531,-1.0,-0.5053736734653063,,,,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108
35,5,c37d9467-2551-419d-a9ae-b00353e23c98,5d957cf3cb51cf001de42e90,covid,0.10411486667451686,-0.08189135580972978,0.29012108915876333,Vaccination Rate_Adverse Vaccination Events,scatter,0.2960379848757946,0.09310337991782891,0.49897258983376047,,,,7.987959481441192,7.977999616584108,2.987959481441192,2.987959481441192,2.977999616584108,2.977999616584108
36,0,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,covid,-0.23164413067035494,-0.4570724691645254,-0.006215792176184509,Vaccination Rate_I.C.U. Capacity Ratio,uncertainty,0.8633968177587912,0.7714911954854149,0.9553024400321672,,,,8.964026237435396,8.964026237435396,3.9640262374353963,3.9640262374353963,3.9640262374353963,3.9640262374353963
37,1,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,covid,-0.5860985473821363,-0.6986415918963989,-0.4735555028678738,Vaccination Rate_Death Rate,uncertainty,-0.48106767817008006,-0.7004226260855959,-0.2617127302545643,,,,8.964026237435396,8.964026237435396,3.9640262374353963,3.9640262374353963,3.9640262374353963,3.9640262374353963
38,2,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,covid,-0.5805379895918823,-0.8065516022116812,-0.3545243769720836,Vaccination Rate_Case Density,uncertainty,0.23082420839623152,-0.07890877633113069,0.5405571931235937,,,,8.964026237435396,8.964026237435396,3.9640262374353963,3.9640262374353963,3.9640262374353963,3.9640262374353963
39,3,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,covid,0.12485639415946559,-0.043175100510790765,0.29288788882972216,Vaccination Rate_Adverse Vaccination Events,uncertainty,0.4824645029056083,0.27808748261474925,0.6868415231964673,,,,8.964026237435396,8.964026237435396,3.9640262374353963,3.9640262374353963,3.9640262374353963,3.9640262374353963
40,4,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,covid,0.3638812872702377,0.09862432319248104,0.6291382513479946,Vaccination Rate_Infection Rate,uncertainty,-0.4245893589448447,-0.6419790463908943,-0.2071996714987953,,,,8.964026237435396,8.964026237435396,3.9640262374353963,3.9640262374353963,3.9640262374353963,3.9640262374353963
